1;WPF.Nightly_12.1.20121.2347;C:\Users\NPaunov\Desktop\WPF.Nightly_12.1.20121.2347
2;Phone and Chat Support;C:\Users\NPaunov\Desktop\Phone and Chat Support
3;Documents;C:\Users\NPaunov\Desktop\Documents
4;App1;C:\Users\NPaunov\Desktop\App1
5;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
6;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
7;кап;C:\Users\NPaunov\Desktop\кап
8;кап;C:\Users\NPaunov\Desktop\кап
9;Phone and Chat Support;C:\Users\NPaunov\Desktop\Phone and Chat Support
10;RDT_Bugs.txt;C:\Users\NPaunov\Desktop\RDT_Bugs.txt
11;RDT_Bugs.txt;C:\Users\NPaunov\Desktop\RDT_Bugs.txt
12;Phone and Chat Support;C:\Users\NPaunov\Desktop\Phone and Chat Support
13;RDT_Bugs.txt;C:\Users\NPaunov\Desktop\RDT_Bugs.txt
14;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
15;RDT_Bugs.txt;C:\Users\NPaunov\Desktop\RDT_Bugs.txt
16;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
17;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
18;CalculatedField_Modified.zip;C:\Users\NPaunov\Desktop\CalculatedField_Modified.zip
19;StackTrace.txt;C:\Users\NPaunov\Desktop\StackTrace.txt
20;CalculatedField.zip;C:\Users\NPaunov\Desktop\CalculatedField.zip
21;RDT_Bugs.txt;C:\Users\NPaunov\Desktop\RDT_Bugs.txt
22;RDT_Bugs.txt;C:\Users\NPaunov\Desktop\RDT_Bugs.txt
23;FolderIcon.png;C:\Users\NPaunov\Desktop\FolderIcon.png
24;RDT_Bugs.txt;C:\Users\NPaunov\Desktop\RDT_Bugs.txt
25;RDT_Bugs.txt;C:\Users\NPaunov\Desktop\RDT_Bugs.txt
26;Phone and Chat Support;C:\Users\NPaunov\Desktop\Phone and Chat Support
27;WPF.Nightly_12.1.20121.2347;C:\Users\NPaunov\Desktop\WPF.Nightly_12.1.20121.2347
28;FolderIcon.png;C:\Users\NPaunov\Desktop\FolderIcon.png
29;CalculatedField_Modified.zip;C:\Users\NPaunov\Desktop\CalculatedField_Modified.zip
30;FolderIcon.png;C:\Users\NPaunov\Desktop\FolderIcon.png
31;RDT_Bugs.txt;C:\Users\NPaunov\Desktop\RDT_Bugs.txt
32;RDT_Bugs.txt;C:\Users\NPaunov\Desktop\RDT_Bugs.txt
33;WPF.Nightly_12.1.20121.2347;C:\Users\NPaunov\Desktop\WPF.Nightly_12.1.20121.2347
34;RDT_Bugs.txt;C:\Users\NPaunov\Desktop\RDT_Bugs.txt
35;WPF.Nightly_12.1.20121.2347;C:\Users\NPaunov\Desktop\WPF.Nightly_12.1.20121.2347
36;WPF.Nightly_12.1.20121.2347;C:\Users\NPaunov\Desktop\WPF.Nightly_12.1.20121.2347
37;WPF.Nightly_12.1.20121.2347;C:\Users\NPaunov\Desktop\WPF.Nightly_12.1.20121.2347
38;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
39;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
40;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
41;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
42;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
43;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
44;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
45;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
46;Virtual Machine Manager Console.lnk;C:\Users\Public\Desktop\Virtual Machine Manager Console.lnk
47;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
48;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
49;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
50;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
51;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
52;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
53;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
54;Virtual Machine Manager Console.lnk;C:\Users\Public\Desktop\Virtual Machine Manager Console.lnk
55;newBugs;C:\Users\NPaunov\Desktop\newBugs
56;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
57;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
58;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
59;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
60;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
61;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
62;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
63;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
64;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
65;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
66;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
67;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
68;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
69;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
70;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
71;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
72;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
73;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
74;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
75;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
76;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
77;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
78;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
79;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
80;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
81;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
82;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
83;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
84;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
85;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
86;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
87;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
88;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
89;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
90;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
91;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
92;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
93;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
94;Virtual Machine Manager Console.lnk;C:\Users\Public\Desktop\Virtual Machine Manager Console.lnk
95;watch.txt;C:\Users\NPaunov\Desktop\watch.txt
96;Virtual Machine Manager Console.lnk;C:\Users\Public\Desktop\Virtual Machine Manager Console.lnk
97;Virtual Machine Manager Console.lnk;C:\Users\Public\Desktop\Virtual Machine Manager Console.lnk
98;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
99;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
100;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
101;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
102;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
103;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
104;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
105;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
106;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
107;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
108;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
109;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
110;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
111;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
112;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
113;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
114;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
115;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
116;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
117;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
118;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
119;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
120;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
121;Snoop.exe - Shortcut.lnk;C:\Users\NPaunov\Desktop\Snoop.exe - Shortcut.lnk
